ID,Source Term,Query,Language,Relevant section,Target Term,hit_mono,hit_multi,rerank_mono,rerank_multi,ref_mono,ref_multi,src_mono,src_multi,answer_mono,answer_multi,judge_score_mono,judge_reason_mono,judge_score_multi,judge_reason_multi,judge_delta,exact_mono,exact_multi,stem_mono,stem_multi,sem_mono,sem_multi
34,Wagen,Was muss zur Vermeidung von Risiken und Gefahren des elektrischen Stroms gemacht werden?,de,"R 300.8, section 2.4.1",Wagen,True,True,8.786754608154297,8.786754608154297,"2.4	Gefahren des elektrischen Stroms
2.4.1	Grundsatz
	
	Die elektrischen Anlagen (z.B. Fahrleitung, Zugsammelschiene) sind immer als unter Spannung zu betrachten, bis man sich vom Gegenteil überzeugt hat. 
Zur Vermeidung von Risiken und Gefahren muss vor
–	der Arbeitsaufnahme oder
–	dem Besteigen von Fahrzeugdächern, Kesselwagen usw. oder von Wagenladungen
sichergestellt sein, dass die Fahrleitung ausgeschaltet, geerdet und gegen unbeabsichtigtes Einschalten gesichert ist.
Je nach elektrischer Anlage oder wenn das Erden nicht möglich ist, muss eine SPEA beigezogen werden.
IPEA dürfen ausnahmsweise erhöhte Fahrzeugbereiche und Wagenladungen auch unter eingeschalteten Fahrleitungen besteigen.
	

","2.4	Gefahren des elektrischen Stroms
2.4.1	Grundsatz
	
	Die elektrischen Anlagen (z.B. Fahrleitung, Zugsammelschiene) sind immer als unter Spannung zu betrachten, bis man sich vom Gegenteil überzeugt hat. 
Zur Vermeidung von Risiken und Gefahren muss vor
–	der Arbeitsaufnahme oder
–	dem Besteigen von Fahrzeugdächern, Kesselwagen usw. oder von Wagenladungen
sichergestellt sein, dass die Fahrleitung ausgeschaltet, geerdet und gegen unbeabsichtigtes Einschalten gesichert ist.
Je nach elektrischer Anlage oder wenn das Erden nicht möglich ist, muss eine SPEA beigezogen werden.
IPEA dürfen ausnahmsweise erhöhte Fahrzeugbereiche und Wagenladungen auch unter eingeschalteten Fahrleitungen besteigen.
	

",R 300.8 §2.4,R 300.8 §2.4,"Um Risiken und Gefahren durch elektrischen Strom zu vermeiden, müssen Fahrleitungen vor Arbeitsaufnahme oder dem Besteigen von Fahrzeugdächern, Kesselwagen usw. ausgeschaltet, geerdet und gegen unbeabsichtigtes Einschalten gesichert werden (2.4.1).  Bei nicht möglichen Erdarbeiten ist eine SPEA (Spezial-Prüfung Elektrische Anlagen) einzubeziehen (2.4.1).  Es besteht Lebensgefahr durch direkten Kontakt, Annäherung oder das Trennen/Verbinden von elektrischen Verbindungen (2.4.2).  Bei Fahrzeugen, die auf isolierenden Oberflächen stehen, muss der Stromabnehmer sofort gesenkt und die Zugsammelschiene ausgeschaltet werden (2.4.2).","Um Risiken und Gefahren durch elektrischen Strom zu vermeiden, müssen Fahrleitungen vor Arbeitsaufnahme oder dem Besteigen von Fahrzeugdächern, Kesselwagen usw. ausgeschaltet, geerdet und gegen unbeabsichtigtes Einschalten gesichert werden (2.4.1).  Bei nicht möglichen Erdarbeiten ist eine SPEA (Spezial-Prüfung Elektrische Anlagen) einzubeziehen (2.4.1).  Es besteht Lebensgefahr durch direkten Kontakt, Annäherung oder das Trennen/Verbinden von elektrischen Verbindungen (2.4.2).  Bei Fahrzeugen, die über isolierende Schichten stehen, muss der Stromabnehmer sofort gesenkt und die Zugsammelschiene ausgeschaltet werden (2.4.2).",5,"The RAG answer is fully correct and complete in addressing the question about avoiding risks associated with electrical currents by providing detailed safety measures as outlined in sections 2.4.1, including shutting down power lines before work begins or accessing elevated areas on vehicles; mentioning SPEA for situations where grounding isn't possible (2.4.1); highlighting dangers of direct contact and improper handling around electric connections (2.4.2), along with specific instructions to lower the current collector in certain scenarios involving insulated surfaces like vehicle roofs, which aligns perfectly with information from 2.4.2.",5,"The RAG answer is fully correct and complete in addressing the question about avoiding risks associated with electrical currents by providing specific measures such as shutting down, grounding, securing against accidental activation of electric lines before starting work or climbing onto vehicle roofs; mentioning SPEA for situations where earthing isn't possible. It also correctly references sections 2.4.1 and 2.4.2 from the source document to support its answer comprehensively.",0,True,True,False,False,False,False
35,Wagen,Que faut-il faire pour diminuer les risques et les dangers du courant électrique?,fr,"R 300.8, section 2.4.1",wagon,True,True,4.527217388153076,7.88159704208374,"2.4	Gefahren des elektrischen Stroms
2.4.1	Grundsatz
	
	Die elektrischen Anlagen (z.B. Fahrleitung, Zugsammelschiene) sind immer als unter Spannung zu betrachten, bis man sich vom Gegenteil überzeugt hat. 
Zur Vermeidung von Risiken und Gefahren muss vor
–	der Arbeitsaufnahme oder
–	dem Besteigen von Fahrzeugdächern, Kesselwagen usw. oder von Wagenladungen
sichergestellt sein, dass die Fahrleitung ausgeschaltet, geerdet und gegen unbeabsichtigtes Einschalten gesichert ist.
Je nach elektrischer Anlage oder wenn das Erden nicht möglich ist, muss eine SPEA beigezogen werden.
IPEA dürfen ausnahmsweise erhöhte Fahrzeugbereiche und Wagenladungen auch unter eingeschalteten Fahrleitungen besteigen.
	

","2.4	Dangers du courant électrique
2.4.1	Principe
	
	Les installations électriques (par ex. ligne de contact, ligne de train) doivent toujours être considérées comme étant sous tension et ce, jusqu’à ce que l’on ait pu s’assurer du contraire.
Pour diminuer les risques et les dangers, il faut
–	avant le début des travaux ou
–	avant de monter sur le toit d’un véhicule, sur un wagon citerne etc. ou sur le chargement d’un wagon
s’assurer que la ligne de contact est déclenchée, mise à la terre et protégée contre tout enclenchement intempestif.
Selon l’installation électrique ou s’il n’est pas possible de mettre à la terre, il faut s’adresser à une PECIE.",R 300.8 §2.4,R 300.8 §2.4,"Selon les extraits fournis, plusieurs mesures doivent être prises pour diminuer les risques et les dangers liés au courant électrique (PCT 2.4.1). Il est impératif de s'assurer que la pantograph est éteint, mis à la terre et sécurisé contre un redémarrage involontaire avant toute intervention ou accès aux toits de wagons (PCT 2.4.1). Dans certains cas, une SPEA doit être impliquée si l'éradication n'est pas possible (PCT 2.4.1). De plus, il est crucial de prendre des précautions supplémentaires en cas de véhicules alimentés par des prises de courant ou de schèmes de connexion (PCT 2.4.2).","Selon les extraits fournis, pour diminuer les risques et les dangers du courant électrique, il est impératif de s'assurer que la ligne de contact est déclenchée, mise à la terre et protégée contre tout enclenchement intempestif avant de réaliser des travaux ou de monter sur des véhicules (PCT 2.4.1).  Il est interdit de monter sur des équipements comme la chaudière ou le tender si la ligne de contact n’est pas sécurisée (PCT 3.1).  En cas de doute, il faut consulter une PECIE (PCT 2.4.1).  Enfin, sous une ligne de contact enclenchée, il faut être particulièrement prudent lors de la manipulation d'outils d'entretien (PCT 3.1).",5,"The RAG answer accurately and completely addresses the question by summarizing key safety measures for reducing risks associated with electric currents as outlined in PCT 2.4.1 of the reference passage, including ensuring that equipment is de-energized before work begins or accessing vehicle roofs (PCT 2.4.1).",5,"The RAG answer accurately and completely addresses the question by summarizing key steps to reduce risks from electric current as outlined in PCT 2.4.1, including ensuring that lines are de-energized before work begins or accessing vehicles/tanks/wagons (PCT 3.1), consulting a PECIE if grounding is not possible and exercising caution when working under energized circuits for maintenance tasks (PCT 3.1).",0,True,False,True,False,False,False
36,Wagen,Cosa bisogna fare per diminuire i rischi e i pericoli della corrente elettrica?,it,"R 300.8, section 2.4.1",vagone,True,True,4.981643199920654,7.419213771820068,"2.4	Gefahren des elektrischen Stroms
2.4.1	Grundsatz
	
	Die elektrischen Anlagen (z.B. Fahrleitung, Zugsammelschiene) sind immer als unter Spannung zu betrachten, bis man sich vom Gegenteil überzeugt hat. 
Zur Vermeidung von Risiken und Gefahren muss vor
–	der Arbeitsaufnahme oder
–	dem Besteigen von Fahrzeugdächern, Kesselwagen usw. oder von Wagenladungen
sichergestellt sein, dass die Fahrleitung ausgeschaltet, geerdet und gegen unbeabsichtigtes Einschalten gesichert ist.
Je nach elektrischer Anlage oder wenn das Erden nicht möglich ist, muss eine SPEA beigezogen werden.
IPEA dürfen ausnahmsweise erhöhte Fahrzeugbereiche und Wagenladungen auch unter eingeschalteten Fahrleitungen besteigen.
	

","	2.4	Pericoli della corrente elettrica
	2.4.1	Principio
		
	Gli impianti elettrici (p.es. le linee di contatto, la condotta elettrica ad alta tensione) vanno sempre considerati sotto tensione, finché non si sia accertato il contrario. 
Per diminuire i rischi e i pericoli, bisogna:
–	prima di iniziare i lavori o
–	prima di salire sul tetto di un veicolo, vagone cisterna ecc. o sul carico di un vagone
assicurarsi che la linea di contatto sia effettivamente disinserita, messa e terra e protetta contro l’inserimento involontario.
A dipendenza dell’impianto elettrico, o se non è possibile mettere a terra, bisogna rivolgersi a una PESIE.
PIIE possono in via eccezionale salire sulle parti alte dei veicoli e su carichi di vagoni con le linee di contatto inserite.	
		
",R 300.8 §2.4,R 300.8 §2,"Secondo l'estratto 2.4.2, per ridurre i rischi e i pericoli derivanti dalla corrente elettrica, è necessario assicurarsi che la cablatura sia spenta, messa a terra e protetta da riavviamenti accidentali prima di qualsiasi attività (PCT 2.4.1). In caso di impossibilità di messa a terra, deve essere coinvolto un SPEA (PCT 2.4.1). È fondamentale evitare il contatto diretto, l'avvicinamento e la manipolazione di connessioni elettriche sotto tensione (PCT 2.4.2). In caso di guasto, il prelievo di corrente deve essere abbassato e la cablatura spenta (PCT 2.4.2).","Basandosi sull'estratto fornito, per diminuire i rischi e i pericoli della corrente elettrica, è necessario assicurarsi che la linea di contatto sia effettivamente disinserita, messa a terra e protetta contro l’inserimento involontario prima di iniziare lavori o salire su veicoli o carichi (Sezione 2.4.1). In caso di impianti elettrici specifici o impossibilità di messa a terra, è obbligatorio rivolgersi a una PESIE (Sezione 2.4.1). È inoltre vietato innaffiare il carbone sui binari con linea di contatto inserita, ad eccezione di specifiche aree consentite (Sezione 3.1). La massima prudenza è raccomandata nel maneggiare attrezzi da fuoco sotto la linea di contatto inserita (Sezione 3.1).",5,"The RAG answer accurately and completely addresses the question by summarizing key points from both PCT 2.4.1 about ensuring that electrical installations are de-energized, grounded when possible or involving an SPEA if grounding is not feasible; avoiding direct contact with live connections under voltage (PCT 2.4.2); lowering current in case of a fault and shutting down the cabling system as per PCT 2.4.2 to reduce risks associated with electric currents effectively, thus fully answering how one can mitigate dangers related to electrical power according to the reference passage provided.",4,"The answer correctly identifies the need to ensure that electrical connections are properly insulated, grounded and protected before starting work or climbing onto vehicles/equipment; it also mentions contacting a PESIE when necessary but includes an unrelated point about innaffiare il carbone on tracks.",-1,False,False,False,False,False,False
37,Lokführer,Wann sind Transporte von Waren aller Art im bedienten Führerstand zugelassen?,de,"R 300.13, section 3.2.6",LF,True,True,8.974015235900879,8.974013328552246,"3.2.6	Transport von Waren im Führerstand
	
	Transporte von Waren aller Art im bedienten Führerstand sind nur zugelassen, wenn sie den LF in der Ausübung der Arbeit nicht behindern und der Fluchtweg gewährleistet ist. Nötigenfalls sind die Waren im unbedienten Führerstand zu befördern. Das EVU bezeichnet die in den Führerständen zugelassenen dienstlichen und privaten Warentransporte.
	
","3.2.6	Transport von Waren im Führerstand
	
	Transporte von Waren aller Art im bedienten Führerstand sind nur zugelassen, wenn sie den LF in der Ausübung der Arbeit nicht behindern und der Fluchtweg gewährleistet ist. Nötigenfalls sind die Waren im unbedienten Führerstand zu befördern. Das EVU bezeichnet die in den Führerständen zugelassenen dienstlichen und privaten Warentransporte.
	
",R 300.13 §3.2.6,R 300.13 §3.2.6,"Transporter von Waren aller Art im bedienten Führerstand sind nur zulässig, wenn sie den Führerstand nicht behindern und der Fluchtweg gewährleistet ist (3.2.6 FDV).  Nötig sind die Beförderung der Waren im unbedienten Führerstand, falls dies erforderlich ist (3.2.6 FDV). Es handelt sich um den EVU, die dienstlichen und privaten Warentransporte, die im Führerstand zugelassen sind (3.2.6 FDV). Die Geschwindigkeit darf bei Ausfall der Sicherheitssteuerung nicht höher als 60 km/h betragen (10.4 FDV).","Transporter von Waren aller Art im bedienten Führerstand sind nur zulässig, wenn sie den Führerstand nicht behindern und der Fluchtweg gewährleistet ist (3.2.6 FDV). Nötig sind die Beförderung der Waren im unbedienten Führerstand, falls dies erforderlich ist, um die Bedingungen zu erfüllen (3.2.6 FDV). Es handelt sich um den EVU, also die zugelassenen dienstlichen und privaten Warentransporte im Führerstand (3.2.6 FDV). Die Einhaltung dieser Regelung ist entscheidend für die Sicherheit im Führerstand.",5,"The RAG answer is fully correct and complete in responding to the question about when transports of goods are allowed at an attended driver’s seat, citing all relevant details from section 3.2.6 as per reference passage provided.",5,"The RAG answer accurately and completely addresses the question by specifying when transports of goods are allowed in a staffed driver's cab, referencing relevant sections from the source document correctly (3.2.6 FDV). It also explains that if necessary to meet conditions, transport must occur outside the driver’s cabin (""unbedienten Führerstand"").",0,False,False,False,False,False,True
38,Lokführer,Quand est-il permis de transporter des marchandises dans une cabine de conduite desservie?,fr,"R 300.13, section 3.2.6",MEC,False,True,-2.8909647464752197,8.655591011047363,"de Gefälle, darf nach Bremsverhältnis mit höchstens 40 km/h bis zum nächsten Bahnhof gefahren werden
–	befindet sich das Triebfahrzeug bergseitig, ist die Weiterfahrt verboten. Der Zug ist gegen Entlaufen zu sichern.
	
","3.2.6	Transport de marchandises dans la cabine de conduite	
		
	Il n’est permis de transporter des marchandises de tous genres dans une cabine de conduite desservie que si elles ne gênent pas le MEC dans l’exercice de ses fonctions et si elles n’encombrent pas le chemin de fuite. Au besoin, on les déposera dans la cabine de conduite non desservie. L’ETF précise quelles marchandises peuvent être transportées en service ou en privé dans les cabines de conduite.	
		
",R 300.9 §12.3.4,R 300.13 §3.2.6,"Le texte fourni ne contient aucune information concernant le transport de marchandises dans une cabine de conduite desservie. Section 12.3.4 traite des conditions de poursuite avec un wagon non freiné sur un dénivelé, et Section 1 du document R 300.9 concerne les ordres de manœuvre pour les mouvements de manœuvre dans les gares. Il n'y a pas de détails sur les cabines de conduite ou le transport de marchandises.","Selon l’extrait 3.2.6 des Fahrdienstvorschriften, il est permis de transporter des marchandises dans une cabine de conduite desservie si elles ne gênent pas le MEC dans l’exercice de ses fonctions et si elles n’encombrent pas le chemin de fuite.  Si cela est le cas, les marchandises doivent être déposées dans une cabine de conduite non desservie (3.2.6). L’ETF fournit des précisions sur les marchandises autorisées en service ou en privé (3.2.6).  Il n’y a aucune restriction concernant le type de marchandises, seulement leur impact sur les fonctions du MEC.",5,"The answer correctly identifies that the provided text does not contain information about transporting goods in an attendant's cabin, as requested by focusing on sections unrelated to cabins or cargo transportation.",5,"The RAG answer is fully correct and complete as it accurately summarizes the conditions under which goods can be transported in an occupied cab according to section 3.2.6 of Fahrdienstvorschriften, mentioning both restrictions (not hindering the driver or obstructing escape routes) and additional details provided by ETF on permissible items for service/private transport without any omissions related to type constraints mentioned explicitly as not being restricted except their impact on driver's functions.",0,False,True,False,True,False,True
39,Lokführer,Quando è ammesso il trasporto di merci nella cabina di guida occupata?,it,"R 300.13, section 3.2.6",MAC,False,True,-3.298187255859375,9.500731468200684,"usserordentlichen Vorkommnissen gefahren werden, z.B. nach einer Zugtrennung 
oder im Störungsfall. 
Das minimal erforderliche Bremsverhältnis muss unter Berücksichtigung der Vorschriften über das Teilbremsverhältnis mindestens für die massgebende Neigung und die gemäss angewendeter Bremstabelle tiefste Geschwindigkeit genügen.
Bei Lokzügen richten sich Zug- und Bremsreihe nach der Zulassung der Triebfahrzeuge und dem vorhandenen Bremsverhältnis.
	
","3.2.6	Trasporto di merci nella cabina di guida
	
	Il trasporto di merci di qualsiasi genere nella cabina di guida occupata è ammesso soltanto se queste non ostacolano il MAC nello svolgimento delle sue funzioni e se è assicurata la via di fuga. All’occorrenza, esse vanno trasportate nella cabina non occupata. L’ITF designa i trasporti ammissibili di beni privati o di servizio in cabina di guida.
	
",R 300.5 §3.7,R 300.13 §3.2.6,"Basandosi esclusivamente sull'estratto fornito, non è possibile rispondere alla domanda.
L'estratto non contiene alcuna informazione riguardante il trasporto di merci nella cabina di guida occupata.
La sezione 13.4 tratta di situazioni di emergenza e l'uso della frenata di emergenza, mentre la sezione 3.7 riguarda la velocità massima e i rapporti di frenata dei treni.","Secondo l’Estratto 1, 3.2.6, il trasporto di merci è ammesso nella cabina di guida occupata solo se non ostacolano il macchinista e se è garantita la via di fuga.  È necessario che le merci siano trasportate in una cabina non occupata se necessario. L’ITF definisce i tipi di merci ammessi (Estratto 1, 3.2.6).  Inoltre, il macchinista deve avere una visuale libera sull’itinerario durante i movimenti di manovra (Estratto 2, Sezione 3).",1,"L'estratto fornito non affronta affatto il trasporto di merci nella cabina di guida occupata; invece, discute solo situazioni di emergenza e le specifiche tecniche della frenata.",4,The answer is mostly correct and complete but misses mentioning the requirement for a clear view of the route during maneuvers.,3,False,True,False,True,False,False
40,Gefälle,Wann muss der Lokführer die Wirkung der Luftbremse prüfen?,de,"R 300.14, section 2.3.7",Gefälle,True,True,1.5489827394485474,1.5489827394485474,"2.3.7	Bremsprobe auf Wirkung bei Zügen
	
	Der LF hat die Wirkung der Luftbremse zu prüfen
–	unmittelbar nach der Abfahrt
–	vom Ausgangs- oder Wendebahnhof
–	nach Veränderungen an der Zusammensetzung des Zuges
–	nach einem LF-Wechsel
–	vor der Einfahrt 
–	in ein starkes Gefälle
–	in einen Kopfbahnhof
–	von Zeit zu Zeit nach der letzten Bremsung mit der automatischen Bremse bei Flugschnee oder bei grosser Kälte
Die Bremsprobe auf Wirkung hat mit einer Betriebsbremsung bei ausgeschalteter elektrischer Bremse und ausgelöster Luftbremse des Triebfahrzeugs zu erfolgen. Für spezifische Fahrzeugbedienungen oder für die Einhaltung allfälliger Anwendungsbedingungen von Bremskomponenten (z.B. Bremssohlen aus Verbundstoff) erlassen die EVU entsprechende Betriebsvorschriften.
	
","2.3.7	Bremsprobe auf Wirkung bei Zügen
	
	Der LF hat die Wirkung der Luftbremse zu prüfen
–	unmittelbar nach der Abfahrt
–	vom Ausgangs- oder Wendebahnhof
–	nach Veränderungen an der Zusammensetzung des Zuges
–	nach einem LF-Wechsel
–	vor der Einfahrt 
–	in ein starkes Gefälle
–	in einen Kopfbahnhof
–	von Zeit zu Zeit nach der letzten Bremsung mit der automatischen Bremse bei Flugschnee oder bei grosser Kälte
Die Bremsprobe auf Wirkung hat mit einer Betriebsbremsung bei ausgeschalteter elektrischer Bremse und ausgelöster Luftbremse des Triebfahrzeugs zu erfolgen. Für spezifische Fahrzeugbedienungen oder für die Einhaltung allfälliger Anwendungsbedingungen von Bremskomponenten (z.B. Bremssohlen aus Verbundstoff) erlassen die EVU entsprechende Betriebsvorschriften.
	
",R 300.14 §2.3.7,R 300.14 §2.3.7,Laut Abschnitt 2.3.7 der Fahrdienstvorschriften (Bremsen) muss der Lokführer die Wirkung der Luftbremse unmittelbar nach der Abfahrt und vom Ausgangs- oder Wendebahnhof prüfen (2.3.7). Zusätzlich ist eine Prüfung nach Veränderungen an der Zugzusammensetzung oder nach einem LF-Wechsel sowie vor der Einfahrt in starke Gefälle oder Kopfbahnhöfe erforderlich (2.3.7).  Zudem ist eine Bremsprobe nach einer letzten Bremsung mit der automatischen Bremse bei Flugschnee oder großer Kälte vorgeschrieben (2.3.7).  Die spezifischen Anforderungen können durch EVU-Betriebsvorschriften ergänzt werden (2.3.7).,"Basierend auf den bereitgestellten Auszügen muss der Lokführer die Wirkung der Luftbremse in folgenden Fällen prüfen:

*   Unmittelbar nach der Abfahrt (2.3.7)
*   Nach Veränderungen an der Zugzusammensetzung (2.3.7)
*   Nach einem LF-Wechsel (2.3.7)
*   Vor der Einfahrt in ein starkes Gefälle oder einen Kopfbahnhof (2.3.7)
*   Zeitweise nach der letzten Bremsung mit der automatischen Bremse bei Flugschnee oder großer Kälte (2.3.7)",5,"The RAG answer accurately and completely addresses the question by specifying all instances when a Lokführer must check the effect of air brakes according to section 2.3.7, including immediate after departure from station or turn-around point; changes in train composition; LF changeover; before entering steep gradients/city stations (Kopfbahnhöfe); and following an automatic brake application due to icy conditions at airports/snowy weather as outlined by the EVU's operational regulations mentioned.",5,"The RAG answer is fully correct and complete, accurately listing all the specified conditions under which a Lokführer must check the effect of air brakes according to section 2.3.7 in the reference passage.",0,True,True,True,True,True,True
41,Gefälle,À quel moment le mécanicien doit-il s'assurer de l'efficacité du frein à air?,fr,"R 300.14, section 2.3.7",pente,False,True,-5.848402976989746,3.298576593399048,"t die Weiche mechanisch beschädigt oder ist der Befund unklar, darf sie nicht mehr befahren werden. 
Das weitere Vorgehen richtet sich nach den Weisungen des zuständigen technischen Dienstes.	
		
","2.3.7	Essai d’efficacité du frein pour les trains
	
	Le MEC doit s’assurer de l’efficacité des freins à air 
–	immédiatement après le départ
–	d’une gare initiale ou d’une gare de rebroussement
–	après une modification de la formation du train
–	après un échange de MEC
–	avant 
–	d’aborder une forte pente
–	l’arrivée dans une gare en cul-de-sac
–	de temps en temps après le dernier freinage au moyen du frein automatique s’il y a de la neige poudreuse ou par grand froid.",R 300.9 §15.2.4,R 300.14 §2.3.7,"Le texte fourni ne contient aucune information concernant l'obligation pour le mécanicien de vérifier l'efficacité du frein à air. Section 4.6.5 décrit la procédure en cas de weiche non endommagée, mais ne mentionne pas les vérifications techniques. Section 15.2.4 traite de la situation d'une weiche endommagée et des instructions du service technique. Il n'y a pas d'informations pertinentes dans ces extraits pour répondre à votre question.","Selon la section 2.3.7 du Freins, le mécanicien doit s’assurer de l’efficacité des freins à air immédiatement après le départ d’une gare initiale ou de rebroussement, après une modification de la formation du train, après un échange de MEC, avant d’aborder une forte pente, ou lors de l’arrivée dans une gare en cul-de-sac. De plus, il doit effectuer des essais périodiques après le dernier freinage automatique en cas de neige poudreuse ou par grand froid (2.3.7). Ces vérifications sont obligatoires pour garantir la sécurité du train.",1,"The provided text does not contain any information regarding the obligation for mechanics to check air brake efficiency, nor is there mention of such verifications in Section 4.6.5 or instructions from service technical staff as per Section 15.2.4 related specifically to this aspect.",5,"The RAG answer accurately and completely matches the reference passage, providing all necessary details about when a mechanic must check brake effectiveness according to section 2.3.7 of Freins.",4,False,True,False,True,False,True
42,Gefälle,Quando il macchinista deve verificare l'efficacia del freno ad aria?,it,"R 300.14, section 2.3.7",discesa,True,True,2.052532911300659,7.005285739898682,"2.3.7	Bremsprobe auf Wirkung bei Zügen
	
	Der LF hat die Wirkung der Luftbremse zu prüfen
–	unmittelbar nach der Abfahrt
–	vom Ausgangs- oder Wendebahnhof
–	nach Veränderungen an der Zusammensetzung des Zuges
–	nach einem LF-Wechsel
–	vor der Einfahrt 
–	in ein starkes Gefälle
–	in einen Kopfbahnhof
–	von Zeit zu Zeit nach der letzten Bremsung mit der automatischen Bremse bei Flugschnee oder bei grosser Kälte
Die Bremsprobe auf Wirkung hat mit einer Betriebsbremsung bei ausgeschalteter elektrischer Bremse und ausgelöster Luftbremse des Triebfahrzeugs zu erfolgen. Für spezifische Fahrzeugbedienungen oder für die Einhaltung allfälliger Anwendungsbedingungen von Bremskomponenten (z.B. Bremssohlen aus Verbundstoff) erlassen die EVU entsprechende Betriebsvorschriften.
	
","2.3.7	Controllo dell’azione frenante nei treni
	
	Il MAC deve verificare l’efficacia del freno ad aria
–	immediatamente dopo la partenza
–	dalla stazione di origine o d’inversione di corsa 
–	dopo che furono apportati cambiamenti della composizione del treno 
–	dopo un cambiamento di MAC
–	prima di 
–	percorrere una forte discesa 
–	entrare in una stazione di testa
–	di tanto in tanto dopo l’ultima frenatura con il freno automatico, in caso di neve soffiata o con forte freddo ",R 300.14 §2.3.7,R 300.14 §2.3.7,"Secondo l'Estratto 2, le Prescrizioni sulla circolazione dei treni (PCT) stabiliscono che il macchinista deve verificare l'efficacia del freno ad aria in diverse situazioni. In particolare, dopo ogni cambio di cabina di comando, dopo aver sollevato il locomotore e immediatamente dopo l'avviamento del locomotore (PCT 2.3.5). Inoltre, è necessario verificare l'efficacia del freno ad aria dopo aver portato la pressione a 20 cmHg e controllato la presenza di pressione dell'aria nei cilindri di frenata (PCT 2.3.5).","Secondo l'estratto 2.3.7, il MAC deve verificare l'efficacia del freno ad aria immediatamente dopo la partenza, dalla stazione di origine o inversione di corsa e dopo aver apportato cambiamenti nella composizione del treno. Inoltre, è necessario verificare l'efficacia prima di percorrere una forte discesa o entrare in una stazione di testa. Durante l'esercizio invernale, il MAC deve verificare la facilità di circolazione dei veicoli sotto 0°C e dopo ogni arresto nelle stazioni. Infine, in caso di neve o ghiaccio, è necessario verificare l'efficacia frequentemente.",1,"The answer incorrectly refers to verifying the effectiveness of an air brake after changing command cabins and other unrelated actions, not directly addressing when a macchinista must check it according to the reference passage provided.",4,"The answer is mostly correct and complete but includes additional information about winter conditions that was not asked for or mentioned directly related to the effectiveness of air brakes specifically after certain events like starting a trip (immediately after departure) as per reference passage, missing some specific checks listed.",3,False,True,False,True,False,True
43,Neigung,Wie werden Bremskurven ermittelt?,de,"R 300.7, section 3.2",Neigung,True,True,2.1849260330200195,2.1849260330200195,"3	Funktion
3.1	Allgemeines
	
	Die Zugbeeinflussung wirkt mit genormten Funktionen auf das Fahrzeug, das den Zug direkt oder indirekt führt. 
	
3.2	Erforderliche Daten
	
	Gewisse Funktionen setzen Bremskurven ein. Diese werden aufgrund der Streckendaten (Funktion aktiv, Distanz, Zielgeschwindigkeit, Neigung usw.) und der Fahrzeugdaten ermittelt (Zuggattung, Bremsverhältnis, Zuglänge usw.). 
Die Streckendaten werden nach gewünschter Funktion programmiert. Sie können fest oder variabel (nach Signalbegriff, Stellung der Schutzelemente usw.) sein. Der LF erfasst die Fahrzeugdaten über eine Bedienoberfläche. 
	
","3	Funktion
3.1	Allgemeines
	
	Die Zugbeeinflussung wirkt mit genormten Funktionen auf das Fahrzeug, das den Zug direkt oder indirekt führt. 
	
3.2	Erforderliche Daten
	
	Gewisse Funktionen setzen Bremskurven ein. Diese werden aufgrund der Streckendaten (Funktion aktiv, Distanz, Zielgeschwindigkeit, Neigung usw.) und der Fahrzeugdaten ermittelt (Zuggattung, Bremsverhältnis, Zuglänge usw.). 
Die Streckendaten werden nach gewünschter Funktion programmiert. Sie können fest oder variabel (nach Signalbegriff, Stellung der Schutzelemente usw.) sein. Der LF erfasst die Fahrzeugdaten über eine Bedienoberfläche. 
	
",R 300.7 §3,R 300.7 §3,"Die Bremskurven werden anhand von Streckendaten und Fahrzeugdaten ermittelt (FDV 3.2.2). Die Streckendaten, inklusive gewünschter Funktion, werden programmiert und umfassen Informationen wie Distanz, Zielgeschwindigkeit und Neigung (FDV 3.2.2). Die Fahrzeugdaten, wie Zuggattung und Bremsverhältnis, werden über eine Bedienoberfläche erfasst (FDV 3.2.2). Die Bremsrechnung basiert auf diesen Daten zur Bestimmung des Bremsverhältnisses (FDV 3.2.3).","Die Bremskurven werden anhand von Streckendaten und Fahrzeugdaten ermittelt (FDV 3.2.2). Die Streckendaten, inklusive gewünschter Funktion, werden programmiert und umfassen Informationen wie Distanz, Zielgeschwindigkeit und Neigung (FDV 3.2.2). Die Fahrzeugdaten, wie Zuggattung und Bremsverhältnis, werden über eine Bedienoberfläche erfasst (FDV 3.2.2). Die Bremsrechnung basiert auf diesen Daten zur Bestimmung des Bremsverhältnisses (FDV 3.2.3).",5,"The RAG answer accurately and completely explains how bremskurven are determined using Streckendaten and Fahrzeugdaten, as outlined in the reference passage. It includes details about programming desired functions with specific parameters like distance, target speed, and gradient (FDV 3.2.2), capturing vehicle data through an interface for elements such as train type and braking ratio (FDV 3.2.2). Additionally, it correctly mentions that bremskurven calculation is based on these collected datasets to determine the brake proportioning curve (FDV 3.2.3).",5,"The RAG answer accurately and completely explains how bremskurven are determined using Streckendaten and Fahrzeugdaten, as outlined in the reference passage. It includes details about programming desired functions with specific parameters like distance, target speed, and gradient (FDV 3.2.2), capturing vehicle data through an interface for elements such as train type and braking ratio (FDV 3.2.2). Additionally, it correctly mentions that bremskurven calculation is based on these collected datasets to determine the brake proportioning curve (FDV 3.2.3).",0,True,True,True,True,True,True
